time,angle1,angle2,intgangle,accX1,accY1,accZ1,gyroX1,gyroY1,gyroZ1,accX2,accY2,accZ2,gyroX2,gyroY2,gyroZ2
714.982,6.59849,-7.43667,0,1.42504,9.51541,-1.5376,-2.16463,1.79878,-4.81707,-39.0053,-2.01661,-4.52659,-35.3963,-14.8476,-2.07317
714.992,6.5849,-7.39555,0,1.31966,9.56092,-1.43701,-2.0122,1.46341,-4.05488,-39.0053,-1.346,-4.42121,-36.189,-13.811,-0.670732
715.002,6.56486,-7.3393,0,1.19751,9.60642,-1.49689,-2.19512,1.03659,-3.20122,-39.4268,-1.27894,-4.17212,-38.5671,-13.2317,0.914634
715.012,6.5258,-7.27454,0,1.03704,9.65672,-1.50647,-2.0122,0.518293,-3.01829,-39.6088,-1.13524,-3.99968,-38.9634,-12.5915,1.82927
715.022,6.46716,-7.23094,0,0.895737,9.7142,-1.52323,-2.13415,-0.579268,-3.23171,-39.6184,-0.991538,-4.32541,-39.7561,-11.5549,2.40854
715.032,6.39028,-7.18849,0,0.747246,9.67588,-1.54,-2.77439,-2.10366,-3.38415,-39.3981,-1.14482,-4.28709,-40.9451,-10.3049,4.14634
715.042,6.30605,-7.16448,0,0.673001,9.60882,-1.49449,-2.80488,-2.37805,-3.38415,-38.8616,-1.52802,-4.51701,-41.25,-9.66463,3.44512
715.052,6.22418,-7.15222,0,0.675395,9.59684,-1.47773,-3.01829,-2.28659,-3.35366,-38.2964,-1.61424,-4.63197,-40.1524,-8.38415,2.59146
715.062,6.14446,-7.14451,0,0.694556,9.61361,-1.4442,-2.65244,-2.22561,-3.62805,-38.0185,-2.01661,-4.66071,-36.9207,-6.37195,4.39024
715.072,6.06317,-7.15165,0,0.699346,9.63995,-1.49928,-2.34756,-1.37195,-4.08537,-38.076,-2.20821,-4.90979,-35,-4.60366,3.53659
715.082,5.98532,-7.15157,0,0.718506,9.64953,-1.59508,-2.13415,-1.28049,-4.14634,-38.5263,-2.30401,-4.84273,-33.4146,-3.01829,3.96341
715.092,5.91434,-7.15779,0,0.768801,9.65432,-1.58071,-2.16463,-1.76829,-4.2378,-38.5167,-2.17947,-4.93853,-30.7927,0.457317,5.27439
715.102,5.84891,-7.14222,0,0.823887,9.65911,-1.5855,-2.2561,-2.28659,-4.5122,-38.852,-2.20821,-4.60323,-31.2195,1.55488,4.35976
715.112,5.79271,-7.13839,0,0.890947,9.70222,-1.64777,-2.0122,-2.80488,-4.48171,-39.0244,-2.02619,-4.81399,-30.9146,2.65244,4.69512
715.122,5.73543,-7.14641,0,0.912502,9.65672,-1.70765,-1.40244,-2.9878,-5.03049,-39.331,-2.07409,-5.05349,-30.0915,3.90244,5.18293
715.132,5.67699,-7.15072,0,0.950823,9.65911,-1.7316,-0.792683,-2.71341,-5.73171,-39.3023,-1.83458,-4.98643,-28.75,4.93902,6.0061
715.142,5.61772,-7.14246,0,0.958008,9.72378,-1.72441,-0.823171,-2.65244,-5.94512,-39.446,-1.93039,-4.77567,-28.8415,7.86585,5.73171
715.152,5.56457,-7.12654,0,0.996328,9.68785,-1.71244,-0.97561,-2.56098,-5.94512,-39.4651,-2.16031,-4.63197,-27.9268,9.39024,5.36585
715.162,5.51887,-7.11247,0,1.01788,9.59684,-1.67891,-1.43293,-1.7378,-5.67073,-39.2448,-2.20821,-4.62239,-26.2195,10.8232,3.56707
715.172,5.48587,-7.09907,0,1.08255,9.54176,-1.69807,-1.12805,-0.731707,-5.33537,-39.0532,-2.55309,-4.60323,-24.6646,10.4268,3.10976
715.182,5.46157,-7.08349,0,1.13045,9.48907,-1.64538,-0.884146,0.670732,-5.18293,-39.0819,-2.85007,-4.56491,-24.0854,8.81098,2.53049
715.192,5.44275,-7.0818,0,1.14721,9.45793,-1.67412,-0.396341,1.21951,-4.93902,-39.2927,-3.06083,-4.83315,-23.3537,5.73171,1.43293
715.202,5.42989,-7.08064,0,1.16637,9.49386,-1.70525,-0.152439,1.61585,-4.57317,-39.331,-3.10874,-4.85231,-20.6098,3.93293,1.34146
715.212,5.41072,-7.08154,0,1.1065,9.53218,-1.65735,0.152439,1.31098,-4.45122,-39.5993,-3.08958,-4.92895,-17.7744,1.64634,2.37805
715.222,5.3864,-7.07993,0,1.03465,9.57289,-1.65256,0.0609756,0.457317,-4.08537,-39.81,-3.08,-4.91937,-15.9451,-0.731707,0.884146
715.232,5.35657,-7.07806,0,0.981958,9.63516,-1.64538,-0.27439,-0.426829,-3.96341,-39.9729,-2.86923,-4.93853,-15.061,-2.04268,0.121951
